,processed,nonprocessed
1406,afucosylated igg variants already used anticancer therapeutic antibodies increased activity fc receptors fcgammariiia,Afucosylated IgG variants are already used in anticancer therapeutic antibodies for their increased activity through Fc receptors (FcgammaRIIIa).
1407,report afucosylated igg approximately total igg humans specifically formed enveloped viruses generally antigens,"Here, we report that afucosylated IgG (approximately 6% of total IgG in humans) are specifically formed against enveloped viruses but generally not against other antigens."
1408,mediates stronger fcgammariiia responses also amplifies brewing cytokine storms immunemediated pathologies,This mediates stronger FcgammaRIIIa responses but also amplifies brewing cytokine storms and immune-mediated pathologies.
1409,critically ill covid patients mild symptoms high concentrations afucosylated igg antibodies severe acute respiratory syndrome coronavirus sarscov amplifying proinflammatory cytokine release acute phase responses,"Critically ill COVID-19 patients, but not those with mild symptoms, had high concentrations of afucosylated IgG antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), amplifying proinflammatory cytokine release and acute phase responses."
1410,thus antibody glycosylation plays critical role immune responses enveloped viruses including covid,"Thus, antibody glycosylation plays a critical role in immune responses to enveloped viruses, including COVID-19."
1411,administration birth dose hepatitis b vaccine important step reducing perinatally acquired hepatitis b infection yet usa healthy people goal rate administrationin response updated advisory committee immunisation practices recommendations administer dose within hours birth used quality improvement methodology implement changes would increase vaccination rates healthy newborns nurseries,"Administration of the birth dose of hepatitis B vaccine is an important step in reducing perinatally acquired hepatitis B infection, yet the USA is below the Healthy People 2020 goal for rate of administration.In response to updated Advisory Committee on Immunisation Practices recommendations to administer the dose within 24 hours of birth, we used quality improvement methodology to implement changes that would increase the vaccination rates of healthy newborns in our nurseries."
1412,goal improve proportion infants receive hepatitis b vaccine within hours birth within year period secondary goal increasing vaccination rates prior discharge nursery multiple plandostudyact pdsa cycles performed,"The goal was to improve the proportion of infants who receive the hepatitis B vaccine within 24 hours of birth to >90% within a 2-year period, with a secondary goal of increasing vaccination rates prior to discharge from the nursery to >95%.Multiple Plan-Do-Study-Act (PDSA) cycles were performed."
1413,initial cycles focused increasing nurse provider awareness updated timing recommendations,Initial cycles focused on increasing nurse and provider awareness of the updated timing recommendations.
1414,later cycles targeted nursing workflow facilitate timely administration vaccine,Later cycles targeted nursing workflow to facilitate timely administration of the vaccine.
1415,implemented changes university medical centre community hospital newborn nurseriesat university medical centre nursery primary secondary goals met rate hepatitis b vaccine administration within hours increased vaccine administration prior discharge increasing,"We implemented changes at our university medical centre and community hospital newborn nurseries.At the university medical centre nursery, both primary and secondary goals were met; the rate of hepatitis B vaccine administration within 24 hours increased from 81.7% to 96.2%, with vaccine administration prior to discharge increasing from 93.4% to 97.9%."
1416,community hospital nursery baseline rate hepatitis b vaccine administration within hours increased interventions falling short target,"In the community hospital nursery, the baseline rate of hepatitis B vaccine administration within 24 hours was 78.1%, and this increased to 85.8% with the interventions, falling short of the target of >90%."
1417,vaccine administration prior discharge increased also meeting secondary target interventions facilitated workflow additional benefit beyond education alone improve timing rates hepatitis b vaccine administration university medical centre community hospital nursery,"Vaccine administration prior to discharge increased from 87.2% to 92.0%, also not meeting the secondary target of 95%.Interventions that facilitated workflow had additional benefit beyond education alone to improve timing and rates of hepatitis B vaccine administration in both a university medical centre and community hospital nursery."
1418,purpose prelicensure clinical trial twodose cytosine phosphoguanine adjuvanted hepatitis b vaccine heplisavb r dynavax usa hepbcpg vaccine found unanticipated numerical imbalance acute myocardial infarction ami compared recipients threedose aluminum adjuvanted hepatitis b vaccine engerixb r glaxosmithkline belgium hepbalum vaccine,"PURPOSE: A pre-licensure clinical trial of a two-dose cytosine phosphoguanine adjuvanted hepatitis B vaccine (HEPLISAV-B(R) [Dynavax, USA]; HepB-CpG vaccine) found an unanticipated numerical imbalance in acute myocardial infarction (AMI) compared to recipients of a three-dose aluminum adjuvanted hepatitis B vaccine (ENGERIX-B(R) [GlaxoSmithKline, Belgium]; HepB-alum vaccine)."
1419,postlicensure study required compare ami rates among recipients hepbcpg vaccine hepbalum vaccine,A post-licensure study was required to compare AMI rates among recipients of HepB-CpG vaccine and HepB-alum vaccine.
1420,individuals diabetes mellitus dm higher risk ami comprise half postlicensure study cohort,"Individuals with diabetes mellitus (DM), who are at higher risk of AMI, comprise more than half of the post-licensure study cohort."
1421,inform ongoing postlicensure study examined association ami receipt hepbalum vaccine individuals dm,"To inform the ongoing post-licensure study, we examined the association between AMI and receipt of HepB-alum vaccine in individuals with DM."
1422,methods conducted casecontrol study nested cohort individuals dm ages years kaiser permanente southern california using electronic health records,METHODS: We conducted a case-control study nested in a cohort of individuals with DM ages >/=40 years at Kaiser Permanente Southern California using electronic health records.
1423,ami cases identified principal discharge diagnosis matched randomly selected controls,AMI cases from 2012 to 2017 were identified by principal discharge diagnosis and matched 1:1 with randomly selected controls.
1424,adjusted odds ratio aor receipt hepbalum vaccine dose compared ami cases controls using conditional logistic regression,The adjusted odds ratio (aOR) for receipt of >/=1 HepB-alum vaccine dose was compared for AMI cases and controls using conditional logistic regression.
1425,subsequently performed matched casecontrol analysis stratified year,We subsequently performed the same matched case-control analysis stratified by year.
1426,results matched casecontrol pairs cases controls received hepbalum vaccine,"RESULTS: Of 8138 matched case-control pairs, 17.4% of cases and 15.0% of controls received HepB-alum vaccine."
1427,aor hepbalum vaccination comparing cases controls confidence interval,The aOR of HepB-alum vaccination comparing cases and controls was 0.97 (95% confidence interval 0.87-1.08).
1428,similarly significant association hepbalum vaccine ami study years,"Similarly, there was no significant association between HepB-alum vaccine and AMI in any of the study years."
1429,conclusions hepbalum vaccination associated ami individuals dm,CONCLUSIONS: HepB-alum vaccination was not associated with AMI in individuals with DM.
1430,finding provide contextual insight ongoing postlicensure study hepbcpg vaccine,This finding will provide contextual insight for the ongoing post-licensure study of HepB-CpG vaccine.
1431,study dissolving microneedles dmns dualrelease pattern capable bolus release slow release prepared,"In this study, dissolving microneedles (DMNs) with dual-release pattern, capable of both bolus release and slow release, were prepared."
1432,dmns used hepatitis b vaccine requires multiple shots achieve immunological efficacy comparable obtained two separate shots administered,These DMNs were used with a hepatitis B vaccine that requires multiple shots to achieve immunological efficacy comparable to that obtained when two separate shots are administered.
1433,dissolving microneedles hbsag pla tips cmc coating formulation together hbsagpla cmcdmns consist polylactic acid pla tips slow release carboxymethyl cellulose cmc coating formulation bolus release dissolving base polyvinyl alcohol pva polyvinylpyrrolidone pvp dissolution skin,"Dissolving microneedles with HBsAg in PLA tips and CMC coating formulation together (HBsAg-PLA/CMC-DMNs) consist of polylactic acid (PLA) tips for slow release, a carboxy-methyl cellulose (CMC) coating formulation for bolus release, and a dissolving base of polyvinyl alcohol (PVA) and polyvinylpyrrolidone (PVP) for dissolution in the skin."
1434,vitro release pattern hbsag cmc coating formulation pla tips observed,The in vitro release pattern of HBsAg from the CMC coating formulation and PLA tips was observed.
1435,vivo test delivery efficiency hbsagpla cmcdmns observed immunological efficacy method compared efficacy two shots delivered conventional intramuscular im administration two shots delivered hbsagcoated microneedle cmns administration,"Through an in vivo test, 1) the delivery efficiency of HBsAg-PLA/CMC-DMNs was observed, and 2) the immunological efficacy of this method was compared with the efficacy of two shots delivered by conventional intramuscular (IM) administration and two shots delivered by HBsAg-coated microneedle (CMNs) administration."
1436,hbsagpla cmcdmns punctured skin successfully,HBsAg-PLA/CMC-DMNs punctured the skin successfully.
1437,pva pvp base completely dissolved within min insertion resulting delivery microneedle tips skin,"The PVA/PVP base was completely dissolved within 10 min of insertion, resulting in the delivery of all microneedle tips into the skin."
1438,vitro release experiment hbsag cmc coating formulation released within min hbsag present pla tips gradually released days,"In the in vitro release experiment, all of the HBsAg in the CMC coating formulation was released within 20 min, and the HBsAg present in the PLA tips was gradually released over more than 55 days."
1439,antibody titer one shot hbsagpla cmcdmns higher two shots delivered conventional im cmn methods,The antibody titer of one shot of HBsAg-PLA/CMC-DMNs was the same as or higher than two shots delivered by conventional IM and CMN methods.
1440,dmns dualrelease pattern deliver two formulations simultaneously single shot resulting improved immunological efficacy hbsag requires multiple doses,"DMNs with dual-release pattern can deliver two formulations simultaneously with a single shot, resulting in improved immunological efficacy of HBsAg that requires multiple doses."
1441,addition dualrelease mn system used delivery drugs require multiple administrations,"In addition, this dual-release MN system can be used for the delivery of other drugs that require multiple administrations."
1442,chemotherapyinduced immunosuppression lead hepatitis b virus hbv reactivation cancer patients,Chemotherapy-induced immunosuppression can lead to hepatitis B virus (HBV) reactivation in cancer patients.
1443,hbv carriers individuals serological signs previously resolved hbv exposure risk severe hepatitis liver failure chemotherapy,Both HBV carriers and individuals with serological signs of previously resolved HBV exposure are under the risk of severe hepatitis and liver failure during and after chemotherapy.
1444,objective largest retrospective study analyze consequences hbv status children receiving chemotherapy,The objective of this largest retrospective study was to analyze the consequences of HBV status in children receiving chemotherapy.
1445,total patients boys girls aged months diagnosed acute hematologic malignancies solid tumors included study,A total of 479 patients (273 boys and 206 girls) aged 1-211 months diagnosed with acute hematologic malignancies and solid tumors were included in the study.
1446,serological markers hbv chemotherapy clinical data patients evaluated retrospectively,Serological markers for HBV before and after chemotherapy and clinical data of the patients were evaluated retrospectively.
1447,two hundred thirtyfour participants found protective antibody titers hbv admission,Two hundred thirty-four of the participants were found to have protective antibody titers to HBV at admission.
1448,five children carrying hbv chemotherapy,Five children were carrying HBV before chemotherapy.
1449,received antiviral therapy treatment reactivation detected,They received antiviral therapy during treatment and no reactivation was detected.
1450,antibody hepatitis b surface antigen antihbs remained positive patients chemotherapy,Antibody against hepatitis B surface antigen (antiHBs) remained positive in 194 patients after chemotherapy.
1451,however lost antihbs positivity,"However, 17.09% (40/234) lost antiHBs positivity."
1452,group three patients initially positive antihbs antihepatitis b core antibody experienced hbv reactivation lost protective antihbs end therapy,"In this group, three patients (1.28%) who initially had positive antiHBs and antihepatitis B core antibody experienced HBV reactivation and lost their protective antiHBs at the end of the therapy."
1453,median antihbs titer significantly decreased chemotherapy range vs range p,Median antiHBs titer significantly decreased after chemotherapy (213.14 [range: 24-888] vs. 180.85 [range: 0-850]) (p = 0.0094).
1454,current relatively large trial demonstrated protective antibody titers remarkably altered chemotherapy least pediatric oncology cases lost antihbs positivity,"The current relatively large trial demonstrated that protective antibody titers remarkably altered after chemotherapy, and at least 17% of the pediatric oncology cases lost antiHBs positivity."
1455,therefore vaccine prevention close monitoring serology considered chemotherapy,"Therefore, vaccine prevention and close monitoring of serology should be considered during chemotherapy."
1456,occult hepatitis b virus hbv infection obi observed among infants born hepatitis b surface antigen hbsag positive mothers despite successful immunoprophylaxis,Occult hepatitis B virus (HBV) infection (OBI) has been observed among infants born to hepatitis B surface antigen (HBsAg)-positive mothers despite successful immunoprophylaxis.
1457,study enrolled infants infants received mug dose hepatitis b vaccine hepb infants received mug dose hepb born hbsagpositive mothers hbv dna load logiu ml,"This study enrolled 549 infants [349 infants received a 10mug/dose of hepatitis B vaccine (HepB), and 200 infants received 20mug/dose HepB] born to HBsAg-positive mothers with HBV DNA load >6log10IU/mL."
1458,antihbs levels mug group significantly lower mug group vs miu ml p months old vs miu ml p,"The anti-HBs levels in the 10mug group were significantly lower than that in the 20mug group both at 7 [652.48 (564.05-754.82) vs. 1541.72 (1268.69-1873.51) mIU/mL, P<0.001] and 12 months old [257.44 (220.29-300.88) vs. 1073.41 (839.27-1372.78) mIU/mL, P<0.001]."
1459,obi incidence mug group significantly higher mug group vs p months old vs p,"The OBI incidence in the 10mug group was significantly higher than that in the 20mug group at both 7 [21.55% (25/116) vs. 7.56% (9/119), P=0.002] and 12 months old [17.07% (14/82) vs. 6.90% (6/87), P=0.041]."
1460,obi incidence infants antihbs levels miu ml higher antihbs miu ml vs p,"OBI incidence in infants with anti-HBs levels <100mIU/mL was higher than that of those with anti-HBs >/=100mIU/mL [35.71% (5/14) vs. 13.12% (29/221), P=0.036]."
1461,study showed increasing immunisation dose mug mug significantly improved antihbs levels decreased obi incidence infants high maternal viral load,This study showed that increasing the immunisation dose from 10mug to 20mug significantly improved anti-HBs levels and decreased OBI incidence in infants with a high maternal viral load.
1462,recommend mug hepb treat highrisk population,We recommend 20mug HepB to treat this high-risk population.
1463,evaluated immunological response hepatitis b virus hbv booster vaccine dose adults underlying diseases comparison subjects occupational risk infection previously completed primary series resulted antihbs miu ml,"We have evaluated the immunological response to Hepatitis B virus (HBV) booster vaccine dose in 129 adults with underlying diseases in comparison with 694 subjects at occupational risk of infection, who have previously completed the primary series and resulted with anti-HBs <10 mIU/mL."
1464,booster dose patients underlying diseases subjects occupational risk resulted seronegative,"After booster dose, 60.5% of the patients with underlying diseases and 14.8% of the subjects at occupational risk resulted seronegative."
1465,comparing two groups rate subjects anamnestic response higher occupational risk group respect risk medical conditions ic p,"By comparing two groups, rate of subjects with anamnestic response was higher in at occupational risk group respect to that at risk for medical conditions (OR: 5.99 [95%IC, 3.81-9.41], p < .001)."
1466,difference associated gender males females ic p age better response younger people p,"This difference was associated to gender (males/females: OR: 0.619 [95%IC, 0.421-0.910], p = .015) and age (better response for younger people, p = .011)."
1467,objectives response rate patients hepatitis b virus hbv vaccination receiving antitumor necrosis factor tnf agents quite low,OBJECTIVES: The response rate of patients to hepatitis B virus (HBV) vaccination receiving anti-tumor necrosis factor (TNF) agents is quite low.
1468,aimed assess efficiency hbv vaccination patients chronic inflammatory diseases cids receiving antitnf agents well healthy controls,We aimed to assess the efficiency of HBV vaccination in patients with chronic inflammatory diseases (CIDs) receiving anti-TNF agents as well as in healthy controls.
1469,also evaluated impact different factors efficacy hbv vaccination,We also evaluated the impact of different factors on the efficacy of HBV vaccination.
1470,methods patients cids receiving antitnf agents healthy controls vaccinated hbv included study,METHODS: Patients with CIDs receiving anti-TNF agents and healthy controls vaccinated for HBV were included in the study during 2018-2019.
1471,adequate immune response effective immune response hbv defined iu l iu l respectively,"An adequate immune response and an effective immune response to HBV were defined as >10 IU/L and > 100 IU/L, respectively."
1472,results among participants patients cid healthy controls,"RESULTS: Among 274 participants, 187 were patients with CID and 87 were healthy controls."
1473,mean age patients cid years significantly higher healthy controls years p,The mean age of the patients with CID (43.9 +/- 11.7 years) was significantly higher than that of the healthy controls (31.4 +/- 7 years) (P = 0.000).
1474,adequate immune response patients cid healthy controls p respectively whereas effective immune response p respectively,"Adequate immune response was 60.8 and 94.3% in patients with CID and healthy controls (P = 0.000), respectively, whereas effective immune response was 37.9 and 75.9% (P = 0.000), respectively."
1475,logistic regression analysis male sex odds ratio confidence interval ci p use infliximab ci p sertoluzimab ci p vaccination antitnf treatment ci p identified risk factors nonresponse hbv vaccine,"In logistic regression analysis, male sex [odds ratio (OR), 0.408; 95% confidence interval (CI), 0.201-0.830; P = 0.013), use of infliximab (OR, 2.694; 95% CI, 1.203-6.035; P = 0.016) and sertoluzimab (OR, 3.307; 95% CI, 1.287-8.498; P = 0.013), vaccination after anti-TNF treatment (OR, 0.224; 95% CI, 0.083-0.602; P = 0.003) were identified as risk factors of nonresponse to HBV vaccine."
1476,conclusions infliximab sertoluzimab usage male sex vaccination antitnf treatment risk factors nonresponse,"CONCLUSIONS: Infliximab and sertoluzimab usage, male sex, and vaccination after anti-TNF treatment were risk factors of nonresponse."
1477,hbv vaccination given patients cid initiation antitnf treatment awareness spread subject,HBV vaccination should be given to patients with CID before initiation of anti-TNF treatment and awareness should be spread on this subject.
1478,vaccination primary strategy prevent hepatitis b virus hbv infection united states,Vaccination is the primary strategy to prevent hepatitis B virus (HBV) infection in the United States.
1479,prior standard hepatitis b vaccine schedules required doses months,"Prior to 2017, most standard hepatitis B vaccine schedules required 3 doses over 6 months."
1480,heplisavb approved administered doses month time period higher perdose cost per dose compared per engerixb dose costs june,"Heplisav-B, approved in 2017, is administered in 2 doses over a 1 month time period but has a higher per-dose cost ($115.75 per dose compared to $57.25 per Engerix-B dose, costs as of June 1, 2019)."
1481,aimed assess costutility providing twodose heplisavb vaccine compared threedose engerixb vaccine among adult populations currently recommended vaccination hepatitis b,We aimed to assess the cost-utility of providing the two-dose Heplisav-B vaccine compared to a three-dose Engerix-B vaccine among adult populations currently recommended for vaccination against hepatitis B.
1482,used decisiontree model microsimulation markov disease progression process assess costutility separately following populations adults diabetes obesity chronic kidney disease hiv nonresponders previous hepatitis b vaccination older adults persons inject drugs pwid,"We used a decision-tree model with microsimulation and a Markov disease progression process to assess the cost-utility separately for the following populations: adults with diabetes, obesity, chronic kidney disease, HIV; non-responders to previous hepatitis B vaccination; older adults; and persons who inject drugs (PWID)."
1483,modeled epidemiologic outcomes incident hbv infections sequelae related deaths costs usd benefits qualityadjusted life years qalys compared across strategies,"We modeled epidemiologic outcomes (incident HBV infections, sequelae and related deaths), costs (2019 USD) and benefits (quality-adjusted life years, QALYs) and compared them across strategies."
1484,sensitivity analyses assessed costutility varying estimates heplisavb efficacy,Sensitivity analyses assessed the cost-utility at varying estimates of Heplisav-B efficacy.
1485,base case scenario population vaccination heplisavb resulted fewer hbv infections averted sequelae hbvrelated deaths averted,"In the base case scenario for each population, vaccination with Heplisav-B resulted in fewer HBV infections (37.5-59.8% averted), sequelae, and HBV-related deaths (36.3-71.4% averted)."
1486,heplisavb resulted decreased costs increased benefits compared engerixb populations except nonresponders,Heplisav-B resulted in decreased costs and increased benefits compared to Engerix-B for all populations except non-responders.
1487,incremental costs baseline strategy ranged saved pwid added cost nonresponders,Incremental costs from the baseline strategy ranged from $4746.78 saved (PWID) to $14.15 added cost (non-responders).
1488,incremental benefits per person ranged qalys older adults qalys pwid,Incremental benefits per person ranged from 0.00005 QALYs (older adults) to 0.7 QALYs (PWID).
1489,persons hiv pwid heplisavb resulted lower costs increased benefits scenarios heplisavb series efficacy least,"For persons with HIV and PWID, Heplisav-B resulted in lower costs and increased benefits in all scenarios in which Heplisav-B series efficacy was at least 80%."
1490,vaccination using heplisavb costsaving strategy compared engerixb adults diabetes chronic kidney disease obesity hiv older adults pwid,"Vaccination using Heplisav-B is a cost-saving strategy compared to Engerix-B for adults with diabetes, chronic kidney disease, obesity, and HIV; older adults; and PWID."
1491,hepatitis b leading cause chronic hepatitis cirrhosis hepatocellular carcinoma worldwide,"Hepatitis B is the leading cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma worldwide."
1492,incidence hbv infection significantly decreased hepatitis b vaccination,The incidence of HBV infection has significantly decreased with hepatitis B vaccination.
1493,hepatitis b vaccine administered children months age according national schedule,"Hepatitis B vaccine is administered to children at 0, 1 and 6 months of age according to the national schedule."
1494,high rate protective antibody antihbs development hepatitis b vaccination,There is a high rate of protective antibody (anti-HBs) development after hepatitis B vaccination.
1495,conducted study investigate hepatitis b surface antibody antihbs positivity rates titers change time childhood following vaccination,We conducted the study to investigate how the hepatitis B surface antibody (anti-HBs) positivity rates and the titers change over time in childhood following vaccination.
1496,patients presented general pediatric outpatient clinic yenimahalle education training hospital hbsag antihbs titers tested reason july may retrospectively evaluated,Patients who presented at the general pediatric outpatient clinic of Yenimahalle Education and Training Hospital and the HBsAg and anti-HBs titers were tested for any reason between July 2011 and May 2018 were retrospectively evaluated.
1497,cutoff level protection antihbs titer accepted miu ml lower levels indicating protection,The cutoff level for protection by the anti-HBs titer was accepted as >/=10 mIU/mL with lower levels indicating no protection.
1498,antihbs positivity compared age group,Anti-HBs positivity was compared by age group.
1499,antihbs levels studied children,Anti-HBs levels were studied in 4326 children.
1500,mean age included study months,The mean age of the included in the study was 127 +/- 62 months.
1501,protective antihbs level miu ml present children,A protective anti-HBs level (>/=10 mIU/mL) was present in 2292 children (69.2%).
1502,highest antihbs antibody positivity rate years age group,The highest anti-HBs antibody positivity rate was in the under 3 years' age group.
1503,positivity rate significantly decreased age years,The positivity rate significantly decreased after age 7 years.
1504,hbsag level determined children study five positive result,The HBsAg level was determined in all children in the study and five had a positive result.
1505,conclusion study found antihbs positivity rate antihbs level decreased age,"In conclusion, our study found that the anti-HBs positivity rate and the anti-HBs level decreased with age."
1506,however antihbs antibody result remained positive half children,"However, the anti-HBs antibody result remained positive in more than half of the children."
1507,background objectives given within hours birth hepatitis b vaccine effective preventing perinatal infection,"BACKGROUND AND OBJECTIVES: When given within 24 hours of birth, the hepatitis B vaccine is up to 90% effective in preventing perinatal infection."
1508,american academy pediatrics recommends administration within hours infants birth weight kg national benchmark compliance time frame established,"The American Academy of Pediatrics now recommends administration within 24 hours for infants with a birth weight >2 kg, but a national benchmark for compliance with this time frame has not been established."
1509,aimed increase monthly average eligible newborns receiving vaccine time month period,We aimed to increase the monthly average of eligible newborns receiving the vaccine on time from 40% to 80% over a 9-month period.
1510,methods series plandostudyact cycles conducted improve timeliness hepatitis b vaccine birth dose administration among newborns level nursery academic community hospital,METHODS: A series of plan-do-study-act cycles were conducted to improve timeliness of hepatitis B vaccine birth dose administration among newborns in the level 1 nursery at our academic community hospital.
1511,interventions included staff education nursedriven consent vaccine ordering earlier initial newborn assessments performed nursing staff,"Interventions included staff education, nurse-driven consent and vaccine ordering, and earlier initial newborn assessments performed by nursing staff."
1512,primary outcome monthly percentage newborns receiving vaccine within hours birth secondary outcome frequency nonvaccination events,"Our primary outcome was the monthly percentage of newborns receiving the vaccine within 24 hours of birth, and our secondary outcome was the frequency of nonvaccination events."
1513,statistical process control used analyze effectiveness interventions,Statistical process control was used to analyze the effectiveness of interventions.
1514,results mean monthly rate vaccine administration within hour time frame increased,RESULTS: Our mean monthly rate of vaccine administration within the 24-hour time frame increased from 40% to 92%.
1515,predischarge vaccination rate improved mean cases infants discharged without vaccination,Predischarge vaccination rate improved from a mean of 13 to 61 cases between infants discharged without vaccination.
1516,conclusions nurseled interventions including ability obtain consent incorporation vaccine nurseactivated admission order set significant contributors improvement timeliness hepatitis b vaccine administration,"CONCLUSIONS: Nurse-led interventions, including the ability to obtain consent and incorporation of the vaccine into our nurse-activated admission order set, were significant contributors to improvement in the timeliness of hepatitis B vaccine administration."
1517,propose mean compliance american academy pediatrics recommendations benchmark institutions,We propose a mean of 90% compliance with the American Academy of Pediatrics recommendations as a benchmark for other institutions.
1518,background hepatitis b virus infection major public health problem india healthcare workers hcws need immunized prevent occupational exposure,"Background: Hepatitis B virus infection is a major public health problem in India, and all health-care workers (HCWs) need to be immunized to prevent occupational exposure."
1519,study done find hepatitis b vaccination rates immune response predictors titer miu ml among students hcws tertiary care institution state kerala,"This study was done to find the hepatitis B vaccination rates, immune response, and predictors of titer <10 mIU/ml among students and HCWs of a tertiary care institution in the state of Kerala."
1520,materials methods crosssectional study conducted department microbiology government td medical college alappuzha kerala india period years january june,"Materials and Methods: This was a cross-sectional study conducted in the Department of Microbiology, Government TD Medical College, Alappuzha, Kerala, India, for a period of 1(1/2) years between January 1, 2016, and June 30, 2017."
1521,vaccination rates collected screening proforma,Vaccination rates were collected through a screening proforma.
1522,participants filled screening proforma ml blood collected aseptically participants fully vaccinated three doses vaccine stored degrees c antibody hepatitis b surface antigen antihbs assay done using microlisa biorad,"Of the 1321 participants who filled the screening proforma, 5 ml of blood was collected aseptically from 579 participants who were fully vaccinated (all the three doses of vaccine) and stored at -20 degrees C until antibody to hepatitis B surface antigen (anti-HBs) assay was done using Microlisa (Biorad)."
1523,data analyzed using spss windows version,"Data were analyzed using SPSS for Windows, version 16.0."
1524,spss inc chicago il usa trial version,"(SPSS Inc., Chicago, IL, USA) (trial version)."
1525,statistical analysis descriptive data expressed using frequencies percentages chisquare test applied find association antibody titer miu ml independent variables,"Statistical Analysis: Descriptive data were expressed using frequencies and percentages, and Chi-square test was applied to find the association between antibody titer <10 mIU/ml and independent variables."
1526,results participants filled screening proforma vaccination rate,"Results: Of the 1321 participants who filled up the screening proforma, the vaccination rate was 72.6%."
1527,majority participants ie,"Majority of the participants, i.e."
1528,doctors nurses students technicians taken three doses hepatitis b vaccine,"83.5% of doctors, 81.1% of nurses, 69.7% of students, and 21.4% of technicians, had taken all the three doses of hepatitis B vaccine."
1529,fully vaccinated n participants vaccination adulthood childhood,"Of the fully vaccinated (n = 959) participants, 76.9% had the vaccination during adulthood and only 26.1% had it during childhood."
1530,correlate protection defined presence antihbs miu ml,The correlate of protection was defined as the presence of anti-HBs >/=10 mIU/ml.
1531,mean antibody titer miu ml ranging,The mean antibody titer was 448 +/- 284.97 mIU/ml ranging from 9.8 to 2000.
1532,participants whose titer checked nonprotective titer miu ml,"Of the 579 participants whose titer was checked, 71 (12.3%) had a nonprotective titer of <10 mIU/ml."
1533,found age odds ratio confidence interval ci last dose years ci boosters revaccination ci body mass index bmi ci associated nonprotective titer,"We found that age >35 (odds ratio [OR]: 3.85, 95% confidence interval [CI]: 2.12-6.99]), last dose >10 years (OR: 5.01, 95% CI: 2.94-8.55), no boosters or revaccination (OR: 2.94, 95% CI: 1.42-6.07), and body mass index (BMI) >25 (OR: 2.51, 95% CI: 1.44-3.39) were associated with nonprotective titer."
1534,conclusion quarter study population high risk exposure unvaccinated partially vaccinated,Conclusion: More than a quarter of the study population who were at high risk of exposure were unvaccinated or partially vaccinated.
1535,even taking full course hepatitis b vaccine titer miu ml,"Even after taking the full course of hepatitis B vaccine, 12.3% had titer <10 mIU/ml."
1536,nonprotective titer found associated age years last dose taken years ago boosters revaccination bmi,"Nonprotective titer was found to be associated with age >35 years, last dose taken >10 years ago, no boosters/revaccination, and BMI >/=25."
1537,background scibvac r antigen hepatitis b vaccine ahbv contains three recombinant hepatitis b virus hbv envelope proteins pres pres,"BACKGROUND: Sci-B-Vac(R), a 3-antigen hepatitis B vaccine (3A-HBV), contains all three recombinant hepatitis B virus (HBV) envelope proteins (S, pre-S1, and pre-S2)."
1538,ahbv manufacturing transferred facilities b continues manufactured,"In 2005, 3A-HBV manufacturing transferred facilities (A to B), where it continues to be manufactured."
1539,methods phase singleblind randomized study conducted one site vietnam compared efficacy safety among two ahbv lots lot lot b singleantigen hepatitis b vaccine ahbv engerixb r,"METHODS: This phase 3, single-blind, randomized study, conducted at one site in Vietnam, compared efficacy and safety among two 3A-HBV lots, lot A and lot B, and a single-antigen hepatitis B vaccine (1A-HBV), Engerix-B(R)."
1540,primary objective demonstrate equivalence day two ahbv lots seroprotection rate spr defined percentage participants achieving hepatitis b surface antigen antibody antihbs titers miu ml,Primary objective was to demonstrate equivalence at day 210 of two 3A-HBV lots in seroprotection rate (SPR; defined as percentage of participants achieving hepatitis B surface antigen antibody [anti-HBs] titers >/= 10 mIU/mL).
1541,secondary objectives assessing immunogenicity days safety ahbv,"Secondary objectives were assessing immunogenicity at days 180, 210, and 360, and safety of 3A-HBV."
1542,results ahbv spr equivalence demonstrated day lot ci vs lot b,"RESULTS: 3A-HBV SPR equivalence was demonstrated at day 210 (lot A: 97.3% [95% CI: 92.4%, 99.4%] vs. lot B: 100.0% [97.0%, 100.0%])."
1543,compared ahbv lot b spr higher day vs difference noninferior day vs difference,"Compared to 1A-HBV, lot B SPR was higher at day 180 (98.3% vs. 81.2%; difference: 17.1% [9.7%, 24.6%]) and non-inferior at day 210 (100% vs. 98.3%; difference: 1.7% [-0.6%, 4.1%])."
1544,ahbv lot b showed spr doses ahbv doses,3A-HBV lot B showed the same SPR after 2 doses (98.3%) as 1A-HBV after 3 doses (98.3%).
1545,adverse events aes comparable ahbv lots lot vs lot b higher ahbv,"Adverse events (AEs) were comparable with both 3A-HBV lots (lot A: 68.7% vs. lot B: 54.2%), but higher than 1A-HBV (35.3%)."
1546,vaccinationrelated aes included transient injection site pain myalgia fatigue,"Vaccination-related AEs included transient injection site pain (38.9%), myalgia (9.3%), and fatigue (7.5%)."
1547,eight serious aes reported lot lot b ahbv,Eight serious AEs were reported (lot A: 3/134 [2.2%]; lot B: 1/134 [0.8%]; 1A-HBV: 4/133 [2.3%]).
1548,one serious ae syncope noted probably related study vaccine lot b,"One serious AE, syncope, was noted as probably related to study vaccine, lot B."
